url,title,price,ISBN,language,publish date,author,genre,data_source
https://www.books.am/am/catalog/product/view/id/5246/category/7464/,Неаполитанский квартет (комплект из 4 книг),9000,978-5-906837-85-1,русский,2019,Ферранте Элена,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/5399/category/7464/,Kill 'Em and Leave: Searching for the Real James Brown,2900,978-1-474-60365-2,Անգլերեն,2016,McBride J.,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/5328/category/7464/,Disney Storytime Collection: Tangled,2900,9781788109888,English,2020,,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/5270/category/7464/,"Нужно иметь смелость, чтобы лечить людей?",1000,978-5-907024-65-6,Русский,2018,Сеченов И.М.,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/5511/category/7464/,Fashion Decades Colouring Book,2800,9781785573224,English,2016,,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/5411/category/7464/,The Master and Margarita,3200,978-0-330-54393-4,English,2010,Bulgakov Mikhail,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/5235/category/7464/,The Rest Of The Robots,3200,9780008277802,English,1967,Isaac Asimov,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/5335/category/7464/,Հեքիաթներ (Անդերսեն Հ․ Ք․) ՄՀՄ գրատուն,3750,978-9939-842-55-4,հայերեն,2019,Անդերսեն Հանս Քրիստիան,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/5289/category/7464/,Щегол,9800,978-5-17-085448-6,русский,2021,Тартт Донна,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/5223/category/7464/,"Հրաժեշտ պատրանքներին։ Իմ, ժամանակի և Ռուսաստանի մասին երկյուղալի անկեղծությամբ (փափուկ)",4800,2009923919275,հայերեն,2019,Պոզներ Վլադիմիր,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/5372/category/7464/,Lies (Gone 3),1000,9780603576461,English,2018,Grant Michael,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/5360/category/7464/,Travels of the Zephyr,5800,9780810989740,English,2019,Killian M. Caroline,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/5748/category/7464/,Mega Machines Play box,2000,9781784407117,English,2019,,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6439/category/7464/,Черная книга,2600,978-5-389-15671-5,русский,2019,Памук Орхан,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6316/category/7464/,Молитва морю,1000,978-5-86471-805-6,русский,2018,Хоссейни Халед,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/5673/category/7464/,1Q84. Тысяча Невестьсот Восемьдесят Четыре. Кн. 1. Апрель - июнь,5500,978-5-04-098053-6,русский,2020,Мураками Харуки,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/5695/category/7464/,If You're Happy and You Know It,2000,9781785576966,English,2019,,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/5523/category/7464/,The Armageddon Rag,2900,9780575129559,English,1,Martin George R. R.,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6317/category/7464/,Սասունցի Դավիթ․ Վերք Հայաստանի,500,978-9939-810-47-8,հայերեն,1,Աբովյան Խաչատուր,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6406/category/7464/,Юная Невеста,2000,978-5-389-11031-1,Русский,2016,Барикко А.,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/5649/category/7464/,Սպիտակ ժանիքը (փափուկ),2700,9789939751290,հայերեն,2017,Լոնդոն Ջեկ,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6616/category/7464/,Splish Splash bath book. Farm Friends,1800,9781909090118,English,2019,,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6449/category/7464/,Ты изменил мою жизнь (Голливуд),2500,978-5-00131-060-0,русский,2019,Селлу Абдель,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6502/category/7464/,Под знаком незаконнорожденных,1500,978-5-389-12657-2,русский,1,Набоков Владимир,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6475/category/7464/,Աննը Ֆրանկ․ Հետնատունը,4900,978-9939-9180-4-4,հայերեն,2019,,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6551/category/7464/,Գերբնական գազաններ և որտեղ են նրանք բնակվում,2900,978-9939-68-678-3,հայերեն,2019,Ռոուլինգ Ջոան,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6721/category/7464/,Ապրելու ժամանակը և մեռնելու ժամանակը,5000,978-9939-75-339-3,հայերեն,2019,Ռեմարկ Էրիխ Մարիա,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6681/category/7464/,Iron Man,3600,9781474877060,English,2016,,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6503/category/7464/,Размышляя о Брюсе Кеннеди,4000,978-5-389-04812-6,Русский,2014,Кох Г.,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/7529/category/7464/,Cinderella Takes the Stage,1900,9781788102773,English,2017,,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6872/category/7464/,Կառափնարան,3990,978-9939-76-222-7,հայերեն,2019,Այթմատով Չինգիզ,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6461/category/7464/,Փախուստ ծառերի մոտ,1250,978-9939-60-540-1,Հայերեն,2019,Սիսյան Ա.,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6769/category/7464/,"Այ փոքրիկներ, այ սիրուններ",1500,978-9939-858-17-3,Հայերեն,2019,Թումանյան Հ.,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6860/category/7464/,Մարգո թագուհին,4990,978-9939-76-315-6,հայերեն,2019,Դյումա Ալեքսանդր,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6815/category/7464/,Vintage Lindsay: Picnic at Hanging Rock,1000,9780099577140,английский,2013,Lindsay Joan,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6756/category/7464/,Я козел,500,978-5-9614-5925-8,русский,2016,Кузнецов Борис,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/7470/category/7464/,"Պահարանում հրեշ կա, և ես դա կապացուցեմ ձեզ․․․",3500,978-9939-68-650-9,հայերեն,2019,Դոլ Անտուան,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/7448/category/7464/,Ակցիա․ Էքզյուպերի- Երկերի ժողովածու + Կանչ,3500,,հայերեն,2019,դը Սենտ-Էքզյուպերի Անտուան,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6623/category/7464/,И все-таки она красавица,4700,978-5-86471-800-1,Русский,2018,Бюсси М.,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6722/category/7464/,Այսպիսին է Վան Գոգը,3600,978-9939-68-627-1,հայերեն,2019,Ռոդըմ Ջորջ,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6723/category/7464/,Ալիսի արկածները հրաշքների աշխարհում,6990,978-9939-76-322-4,հայերեն,2018,Քերոլ Լուիս,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/7913/category/7464/,Թեթև տարեք (կոշտ),2990,978-9939-76-345-3,Հայերեն,2019,Զոհրաբյան Է.,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/7901/category/7464/,Ատյան ողբերգության,6400,978-9939-78-030-6,հայերեն,2020,Սահակյան Վահրամ,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/7788/category/7464/,Թեթև տարեք (փափուկ),1000,978-9939-76-347-7,հայերեն,2019,Զոհրաբյան Էլֆիք,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/7871/category/7464/,Թզուկ մզուկը,2200,978-9939-831-978,հայերեն,2017,Սարգսյան Նունե,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/7893/category/7464/,Герои,2500,978-9939-831-66-4,русский,2010,Սարգսյան Նունե,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/7580/category/7464/,Дамы из Грейс-Адьё и другие истории,2500,978-5-389-12721-0,русский,2019,Кларк С.,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/7777/category/7464/,Մանյա այրք,3990,978-9939-76-351-4,հայերեն,2019,Գրիգորյան Վ.,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/7743/category/7464/,Կոմս Մոնտե - Քրիստո․գիրք 2,5900,978-9939-75-344-7,հայերեն,2019,Դյումա Ալեքսանդր,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/4872/category/7464/,Գունավորիր ջրով․ Առակներ (Խնկո Ապեր),1950,978-9939-847-52-8,հայերեն,2018,,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/7560/category/7464/,Belle's Discovery,1900,9781788100281,English,2017,,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/4866/category/7464/,В глубине ноября,3200,978-5-389-14196-4,русский,2018,Янссон Туве,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/4783/category/7464/,Ես մինչ քեզ,5700,978-9939-68-651-6,հայերեն,2018,Մոյես Ջոջո,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/4820/category/7464/,Yummy Tummy - Cake,1500,,,1,,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/7943/category/7464/,"Հրաժեշտ պատրանքներին։ Իմ, ժամանակի և Ռուսաստանի մասին երկյուղալի անկեղծությամբ (կոշտ)",5800,978-9939-9117-5-5,Հայերեն,2019,Պոզներ Վ․ Վ․,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/5098/category/7464/,Իմ փոքրիկը (կապույտ) կոշտ,4200,,հայերեն,1,,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/4729/category/7464/,Сказки (Туманян Ов.),4500,978-5-8077-0838-0,русский,2018,Туманян Ованес,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/4733/category/7464/,Ղողանջ անմահության,2400,99941-53-17-X,հայերեն,2006,Փարսադանյան Ալբերտ,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/4707/category/7464/,Նախաճաշ Թիֆընիի մոտ,2500,978-9939-68-681-3,հայերեն,2019,Կապոտե Թրումեն,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/7975/category/7464/,Картонка 4 Разворота. Отгадайка,500,978-5-378-28713-0,русский,2019,Купырина Анна,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/7992/category/7464/,Հայաստանցի մեծ մայրիկս․ Ma grand mere d armenie(հայ-ֆր),1900,978-9939-60-560-9,"Армянский, французский",2019,Ռոման Աննի,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/4837/category/7464/,Продажное королевство,4900,978-5-17-108910-8,русский,2021,Бардуго Ли,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/56447/category/7464/,Me Before You,5800,9780718157838,English,2022,Moyes Jojo,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/56411/category/7464/,Three Daughters of Eve,5800,9780241979921,English,2017,Shafak Elif,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/56416/category/7464/,A Clockwork Orange,5200,9780141197531,English,2012,Burgess Anthony,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/56423/category/7464/,Կինը,4500,978-9939-891-13-2,հայերեն,2022,Վանյան Արփի,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/56886/category/7464/,My Policeman,5200,9780099555254,English,2012,Roberts Bethan,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/57699/category/7464/,Թատերախաղեր/կոշտ կազմ,6700,,Հայերեն,2021,Ալեքսանյան Հ․,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/57813/category/7464/,The Book Thief,5200,9781909531611,English,2016,Zusak Markus,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/57814/category/7464/,Digital Fortress,6500,9780552161251,English,2009,Brown Dan,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/57850/category/7464/,Գունավորիր և սովորիր շատ բառեր,2500,978-9939-9245-1-9,Հայերեն անգլերեն ռուսերեն,2021,Պապոյան Տ․,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/57851/category/7464/,Гарри Поттер. Путешествие в историю волшебства,6300,978-5-389-13824-7,Русский,2021,Харрисон Д.,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/57896/category/7464/,Fifty Shades Freed,3000,9780099579946,английский,2011,James EL,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/57899/category/7464/,Omerta,5800,9780099533252,English,2009,Mario Puzo,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/57900/category/7464/,The Sicilian,7200,9780099580799,English,2013,Mario Puzo,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/57901/category/7464/,Fools Die,7200,9780099557579,English,2012,Mario Puzo,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/57902/category/7464/,Fortunate Pilgrim,7200,9780099557593,английский,2012,Mario Puzo,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/57904/category/7464/,To Kill a Mockingbird,5200,9780099549482,English,1989,Lee Harper,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/57905/category/7464/,The Last Don,7200,9780099533245,русский,2009,Mario Puzo,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/57906/category/7464/,The Spy,5700,9781784756796,английский,2016,Coelho Paulo,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/57907/category/7464/,The Dark Arena,6600,9780099557586,английский,2012,Mario Puzo,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/57908/category/7464/,Go Set a Watchman,5100,9781784755287,Английский,2015,Lee H.,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/57910/category/7464/,Двенадцать месяцев,3600,978-5-17-083778-6,русский,2017,Маршак Самуил,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/57995/category/7464/,Колесо Времени. Книга 5. Огни небес,3000,978-5-389-19079-5,русский,2022,Джордан Роберт,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/57998/category/7464/,Лес теней,2300,978-5-389-19003-0,русский,2021,Тилье Франк,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/58000/category/7464/,Стальной Алхимик. Кн.8,7000,978-5-389-18088-8,Русский,2021,Аракава Х.,Գեղարվեստական գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/4997/category/7472/,"Ես, Մուսան և անդունդը",3000,978-9939-76-374-3,հայերեն,2019,Իսրայելյան Վրեժ,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/7913/category/7472/,Թեթև տարեք (կոշտ),2990,978-9939-76-345-3,Հայերեն,2019,Զոհրաբյան Է.,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/7788/category/7472/,Թեթև տարեք (փափուկ),1000,978-9939-76-347-7,հայերեն,2019,Զոհրաբյան Էլֆիք,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/5757/category/7472/,Չարենցի կրակոցը,5990,978-9939-76-356-9,հայերեն,2019,Չարխչյան Հովիկ,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/5210/category/7472/,Ապրելու ապրիլ,2500,978-9939-75-324-9,հայերեն,1,Սիմոնյան Էմմա,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/7992/category/7472/,Հայաստանցի մեծ մայրիկս․ Ma grand mere d armenie(հայ-ֆր),1900,978-9939-60-560-9,"Армянский, французский",2019,Ռոման Աննի,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/7901/category/7472/,Ատյան ողբերգության,6400,978-9939-78-030-6,հայերեն,2020,Սահակյան Վահրամ,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/7777/category/7472/,Մանյա այրք,3990,978-9939-76-351-4,հայերեն,2019,Գրիգորյան Վ.,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/4927/category/7472/,Ընտրանի (Թումանյան Հ.) փափուկ,2350,978-9939-9123-8-7,հայերեն,2024,Թումանյան Հովհաննես,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6461/category/7472/,Փախուստ ծառերի մոտ,1250,978-9939-60-540-1,Հայերեն,2019,Սիսյան Ա.,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6317/category/7472/,Սասունցի Դավիթ․ Վերք Հայաստանի,500,978-9939-810-47-8,հայերեն,1,Աբովյան Խաչատուր,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/5968/category/7472/,Անտիպ էջեր․ գիրք 1 (Շիրազ),6690,978-9939-838-77-9,հայերեն,2018,Շիրազ Հովհաննես,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/7220/category/7472/,Մի բուռ լույս,750,99941-64-07-4,հայերեն,2006,Սիսյան Արմենուհի,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6241/category/7472/,Ոչ մի շաբաթ առանց Թումանյանի (փափուկ),2900,978-9939-68-693-6,հայերեն,2019,,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/4623/category/7472/,Կախվածություն,5000,978-9939-9202-4-5,հայերեն,2019,Սևադա Սյունե,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/4638/category/7472/,Չսիրելուց երկու օր անց,2350,978-9939-9175-2-8,հայերեն,2018,Ազիզյան Ռուզան,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/6243/category/7472/,Դար կորստյան,3990,978-9939-76-350-7,հայերեն,2019,Գրիգորյան Վարդան,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/7332/category/7472/,Հավերժական վերադարձ,3490,978-9939-76-272-2,Հայերեն,2018,Գրիգորյան Վ.,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/8015/category/7472/,Քրտնաձուկ,500,978-9939-76-352-1,հայերեն,2019,Դերանց Մարգարիտ,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/4121/category/7472/,Մեծ վախը լեռներում,2000,978-9939-850-37-5,հայերեն,2018,Ռամյու Շառլ Ֆերդինանդ,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/4419/category/7472/,Հատընտիր. (Մկրտիչ Կորյուն),3000,978-9939-0-1087-8,հայերեն,2014,Կորյան Մկրտիչ,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/7060/category/7472/,Անլռելի զանգակատուն,5000,978-9939-9205-2-8,հայերեն,2019,Սևակ Պարույր,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/117086/category/7472/,Ձյութե տունը,5450,978-9939-885-91-9,հայերեն,2025,Վիվտաշ,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/117047/category/7472/,Expraedium,4000,978-0-9718070-5-1,English,2023,Melikian Armen,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/117123/category/7472/,Իմ ադեն 2-րդ մաս,3000,978-9939-979-44-1,հայերեն,2025,Նեկտար Սիմոնի,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/117014/category/7472/,Համր ճիչ (արձակ և չափածո երկեր),3000,978-5-540-02623-9,հայերեն,2025,Սարգսյան Սոֆյա,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/116997/category/7472/,"Ցտեսություն, Ծիտ (կոշտ կազմ)",6000,978-9939-9363-2-1,հայերեն,2025,Պաչյան Արամ,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/116992/category/7472/,Ռոբինզոն (կոշտ կազմ),5500,978-9939-9363-3-8,հայերեն,2025,Պաչյան Արամ,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/116950/category/7472/,Պառվի ուլեր,5800,978-5-8077-0939-4,հայերեն,2025,Աբգարյան Սոնա,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/116939/category/7472/,"Հանդիպում, որ գրվեց ճակատագրի թանաքով",3000,978-9939-0-5496-4,հայերեն,2025,Պողոսյան Շաքե,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/117207/category/7472/,Աղոթք Նարեկ։ Պոեմներ,4000,2009924536174,հայերեն,2025,ՎարդԱպեր (Վարդան Մխիթարյան),Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/116904/category/7472/,"Աշխարհի սահմանադրությունը, գիրք առաջին․ Տեսիլ",5900,978-9939-9359-2-8,հայերեն,2025,Սարկիսյան Կոստանտին,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/116195/category/7472/,"Բարի գիշեր, սիրելի հայրիկ",2000,978-9939-0-5460-5,հայերեն,2025,Թովմասյան Լուսինե,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/116615/category/7472/,Երերացող հավատ․ բանաստեղծություններ,5850,978-5-540-02605-5,հայերեն,2024,Ղազարյան Ռաֆիկ,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/118084/category/7472/,"Դու էսօր մեռի, ես՝ վաղը",4800,978-9939-9343-0-3,հայերեն,2024,Հովսեփյան Սարգիս,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/107157/category/7472/,Առանց ինձ ոնց ես մնալու,3000,978-9939-99-220-4,հայերեն,2024,Աբրահամյան Ժորժ,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/118092/category/7472/,Լիալուսնի գաղտնիքը,5800,978-9939-0-5409-4,հայերեն,2025,Սիմոնյան Քրիստինա,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/107107/category/7472/,Խաղից դուրս։ Վեպ,5000,978-9939-60-886-0,հայերեն,2024,Խառատյան Ներսես,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/107101/category/7472/,Ուշացած կապիկներ,4200,978-9939-9145-9-6,հայերեն,2024,Սիրունյան Ղուկաս,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/106870/category/7472/,Գիսանե․ հավերժական կայսրությունը,4800,978-9939-99-172-6,հայերեն,2024,Հովյան Հայկ,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/106861/category/7472/,Վկայություն Յոթ արարով,5500,978-9939-9344-0-2,հայերեն,2024,Ալեքսանյան Հրանտ,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/106860/category/7472/,Ուխտագնացը,2500,978-9939-70-601-6,հայերեն,2024,Տուրյան Կորյուն,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/106845/category/7472/,Ոչ մի շաբաթ առանց Իսահակյանի,4200,978-9939-99-128-3,հայերեն,2024,,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/118596/category/7472/,Սեր և մեղեդի,4200,978-9939-60-935-5,հայերեն,2025,Գուսան Հայկազուն,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/109444/category/7472/,Աճող սիրտ,2990,978-9939-98-273-1,հայերեն անգլերեն,2024,Ղազախեցյան Ա.,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/109296/category/7472/,Ռուբեն Վարդանյան․ Դոն Կիխոտն ու վիշապները,5800,978-9939-1-2027-0,հայերեն,1,Թադևոսյան Արա,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/112585/category/7472/,Տաշած քարը գետնին չի մնա․ Վիպակ,5850,978-9939-40-070-9,հայերեն,2025,Աբգարյան Գայանե,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/109493/category/7472/,Աղաների դարը և հետոն,5000,978-9939-70-591-0,հայերեն,2024,Հովհաննիսյան Ալիս,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/109492/category/7472/,Միջակայքում։ Վիպակ,2000,978-9939-70-568-2,հայերեն,2024,Մեհրաբյան Լուսյա,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/109065/category/7472/,Բացակա պատմվածքը։ Պատմվածքների ժողովածու,3500,978-9939-70-600-9,հայերեն,2024,Տեր-Գուլանյան Մարիամ,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/108714/category/7472/,Հայելիս,8800,978-9939-967-769,հայերեն,2025,Բարսեղյան Ավետ,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/108717/category/7472/,Առևանգված աստվածընտրյալություն,6700,978-9939-0-5174-1,հայերեն,2025,Գրիգորյան Նորայր,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/108715/category/7472/,Թափանցող արձագանքներ։ Բանաստեղծություններ,4000,978-9939-0-4558-0,հայերեն,2023,Նաիրուհի,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/108719/category/7472/,Մտահայում,2900,978-9939-60-899-0,հայերեն,2025,Նազարյան Անի,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/108713/category/7472/,Արիության մետաղ,5800,978-9939-967-74-5,հայերեն,2025,Սևադա Սյունե,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/117216/category/7472/,Գերեզմանիա,2490,978-9939-51-550-2,հայերեն,2013,Գրիգորյան Հովհաննես,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/117251/category/7472/,Ժողովուրդի մը հոգեվարքը,4500,9786257460101,հայերեն,2022,Եսայեան Զ․,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/117252/category/7472/,Քարե պուպրիկ,3500,9786257460750,հայերեն,2025,Տէր Մարգարեան Սոնա,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/117253/category/7472/,Կապոյտ երազ,6000,9786257460040,հայերեն,2023,,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/117254/category/7472/,Մեր շէն սեղանէն,5000,9786052100363,հայերեն,2018,Թովմասեան Թագուհի,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/117255/category/7472/,Խառնակչի նամակները,5800,978-9939-967-82-0,հայերեն,1,Քլայվ Լուիս,Հայ գրականություն,books.am
https://www.books.am/am/catalog/product/view/id/117292/category/7472/,Քանի անգամ նույն ճանապարհով։ Խոհագրություն (կոշտ),4000,978-9939-70-621-4,հայերեն,2025,Մեհրաբյան Լուսյա,Հայ գրականություն,books.am
